,company,id,sentiment,title,Predicted Sentiment Score
813,Standard Chartered PLC,815,-0.812,Standard Chartered's Shares Plunge 7% After Fitch Downgrade,0.4657672047615051
814,Standard Chartered PLC,816,-0.438,Standard Chartered Misses Estimates in Sands's Last Results,0.5079013705253601
815,HSBC,817,-0.074,"HSBC shakes up board with two new business chiefs, three departures",0.9997155666351318
816,Sky,818,-0.458,Britain's FTSE slips from 2016 high as Sky falls,0.8405724763870239
817,BHP Billiton,819,0.31,BHP Billiton to lower copper production costs,0.29805952310562134
818,Glencore,820,0.274,Glencore Sells Shares to Raise $2.5 Billion and Reduce Debt,0.9999034404754639
819,Smith & Nephew,821,-0.666,CompaniesSmith & Nephew flops 6.8% to foot of FTSE 100,0.9154797196388245
820,Philip Morris,822,-0.152,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",-0.06342257559299469
821,Asahi,823,0.207,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,0.999890923500061
822,Berkshire Hathaway Inc.,824,-0.566,Buffett's Company Reports 37 Percent Drop in 2Q Earnings,0.9989838600158691
823,BP,825,-0.588,BP Judge Urged to Impose $11.7 Billion-Plus Spill Fine,0.9988582134246826
824,RBI,826,0.89,RBI surprises Street; Sensex pares gains after hitting mount 30k,0.48289167881011963
825,Royal Mail,827,-0.046,"Royal Mail needs to deliver on modernisation plans, post haste",0.43332481384277344
826,Barclays,828,0.1,Barclays CEO poaches risk head from JP Morgan,-0.2610517740249634
827,Morrisons,829,-0.251,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",-0.39708614349365234
828,Clydesdale Bank,830,-0.343,Clydesdale Bank H1 profits weighed down by PPI charge,-0.20308826863765717
829,Sanofi,831,0.258,UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,0.9999029636383057
830,Deutsche Bank,832,0.0,CompaniesDeutsche taps ex-StanChart executive for audit role,0.8733360767364502
831,Cuadrilla,833,-0.05,Cuadrilla chief Francis Egan: Scaremongering fracking opponents make me angry,0.7158796787261963
832,Shell,834,-0.266,Investors Remain Skeptical About Shell-BG Deal,0.10553939640522003
833,Morrisons,835,0.333,Amazon to attack UK grocery market with Morrisons deal,0.9993953108787537
834,Barclays,836,0.344,Glencore tells investors it is on track to reduce debt: Barclays,0.9998725056648254
835,Barclays,837,-0.829,UPDATE 3-Barclays fined for lax crime checks in 'deal of century',0.5792999863624573
836,M&G Investments,838,-0.704,Prudential hit by withdrawals from M&G investment arm,0.2632754445075989
837,Old Mutual,839,-0.379,Old Mutual faces backlash over Ã‚Â£9m chief exec payout plan,0.4288026690483093
838,Barclays,840,0.147,Barclays backs new iPhone and Android app that lets users send each other money using a bitcoin network,0.9081243872642517
839,Ennismore Group,841,0.198,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,0.9999393820762634
840,Lloyds Banking Group PLC,842,-0.532,Lloyds to cut 945 jobs as part of three-year restructuring strategy,-0.017593523487448692
841,Tesco,843,0.0,CommentOpening Quote: Tesco; Premier Foods jilted; FCA on IPOs,-0.07808215916156769
842,GlaxoSmithKline,844,0.14,Investor Woodford calls for outsider to head GlaxoSmithKline,0.6184604167938232
843,Randgold Resources,845,-0.39,Randgold Resources third quarter profit slips despite record production,-0.13244427740573883
844,Ashtead,846,-0.719,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,0.6179524660110474
845,HSBC,847,-0.14,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",0.9990178346633911
846,Royal Mail,848,-0.278,UPDATE 1-UK to start selling remaining Royal Mail shares,0.37592199444770813
847,Thetrainline.com,849,0.245,Companies Thetrainline.com announces arrival of London IPO,0.3009515106678009
848,Hargreaves,850,-0.6,Hargreaves weathers torrid ISA season and Brexit fears,0.08034376055002213
849,BP,851,-0.077,PRESS: UK Government Would Oppose Any BP Takeover - FT,0.9876672625541687
850,Land Securities,852,0.549,"Britain's FTSE gains, Land Securities up after dividend hike",0.30234235525131226
851,AstraZeneca,853,0.25,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,0.9999461770057678
852,Royal Dutch Shell,854,0.0,What It Takes for Royal Dutch Shell to Break Even,0.012657495215535164
853,Petrofac,855,0.581,Industry NewsPetrofac secures $250m North Sea contract,0.30606934428215027
854,Lloyds,856,0.287,"Lloyds Will Cut 640 Jobs, Close 23 Branches as Part of 2014 Plan",0.9397768378257751
855,Royal Mail,857,-0.057,Royal Mail turnaround proving expensive in tough UK market,-0.05414670333266258
856,IHG,858,0.285,IHG agrees $938 sale of InterContinental Hong Kong,0.545843780040741
857,Barclays,859,0.231,Barclays Said to Shrink Bonus Pool to Less Than 2 Billion Pounds,0.9837380647659302
858,Shire,860,0.302,Shire Offers to Buy Baxalta for $30 Billion,0.9999737739562988
859,Tower Development,861,0.366,Crown Castle buys Tower Development Corp for $461 million,0.950423538684845
860,Standard Chartered PLC,862,0.556,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,0.9998583793640137
861,Shell,863,0.191,Norway's sovereign wealth fund says backed Shell CEO's pay,0.9458790421485901
862,Standard Life,864,-0.31,MarketsProperty stocks under pressure after Standard Life fund move,-0.05774400755763054
863,AB InBev,865,-0.34,UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,0.9998099207878113
864,BP,866,-0.896,BP's fine for 2010 oil spill capped at $13.7 billion,0.4164026975631714
865,Petrofac,867,-0.72,Oilfield services firm Petrofac's debt shoots up 50 per cent,0.9949964880943298
866,Eli Lilly & Co,868,0.516,Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,0.9992987513542175
867,BG Group,869,0.642,FTSE 100 movers: BG Group leads the charge as resource stocks jump,0.9998539090156555
868,Banco BPI,870,0.277,Spain's CaixaBank Expects To Close Deal For Banco BPI,0.9998154640197754
869,Royal Mail,871,-0.111,Royal Mail share price: Postal service issues trading update,0.8708982467651367
870,Barclays,872,-0.492,Barclays Said to Cut 150 at Investment Bank as McCormick Departs,0.014552298933267593
871,Glencore,873,0.278,Glencore fight back over debt fears lifts shares,0.6818686723709106
872,InBev,874,0.04,SAB's Chairman Digs In With Board Divided on InBev Offer,0.9999209046363831
873,National Grid,875,-0.251,Britain facing winter of blackouts as National Grid warns of tightest power ...,0.24870024621486664
874,SABMiller,876,0.237,AB InBev approaches SABMiller to explore $250bn tie-up,0.9995356202125549
875,Barclays,877,0.198,Barclays launches first 100% mortgages since crisis,0.9634397029876709
876,EasyJet,878,0.096,Germanwings disaster will not affect image of budget air travel - easyJet,-0.2757837772369385
877,Barclays,879,-0.661,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",-0.34144461154937744
878,Bank of America,880,0.178,"After Barclays and Bank of America, Citigroup has blockchain in sight",0.9999159574508667
879,Morrisons,881,0.753,Early victory for new CEO as Morrisons beats forecasts,0.9999542832374573
880,Barclays,882,-0.456,Barclays said to be cutting 150 investment bank jobs,-0.024231482297182083
881,Shell,883,0.078,Shell challenges Exxon dominance with 47 billion-pound bid for BG,0.9999094605445862
882,British American Tobacco plc,884,0.099,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",0.999722421169281
883,London Stock Exchange Group,885,0.327,London Stock Exchange seals Ã‚Â£22 billion merger with Germany's Deutsche BÃƒÂ¶rse,0.999937117099762
884,Uinilever,886,0.413,Unilever Finds Growth More Elusive as Sales Meet Estimates,0.013078308664262295
885,Primark,887,0.704,Primark racks up a happy Christmas after strong sales,0.9962881207466125
886,Barclays,888,-0.599,New York says Barclays not cooperating in 'dark pool' probe,0.24333997070789337
887,Shire,889,0.332,"FDA approves NPS drug, in move validating Shire takeover deal",0.9999232292175293
888,Royal Mail,890,-0.269,Royal Mail share price edges lower as group raises stamp price,0.5313500165939331
889,Sainsbury's,891,0.719,Sainsbury's and Glencore give FTSE a three-digit lift - London Report,0.9833832383155823
890,Tesco PLC,892,-0.389,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,0.9857734441757202
891,Standard Chartered PLC,893,0.218,Tata Steel working with StanChart for UK unit sale - source,0.9998935461044312
892,Diageo,894,-0.384,Diageo offloads major wine interests,0.8220199346542358
893,Glencore,895,0.264,Glencore Agrees to Sell Minority Stake in Agriculture Business,0.937524139881134
894,Diageo,896,0.323,Diageo sells wine businesses for 320m pounds,0.9970802664756775
895,IAG,897,0.12,Breakingviews: IAG can pay more for Aer Lingus,0.998744785785675
896,BP,898,-0.085,UPDATE 1-UK government would oppose any takeover of BP -FT,0.9168760776519775
897,Aggreko,899,-0.439,Australian mining slowdown hits Aggreko,-0.5649442672729492
898,Royal Dutch Shell,900,0.0,The sustainability of Royal Dutch Shell's dividend,0.5635143518447876
899,Coutts,901,0.0,CompaniesCoutts raids JPMorgan Chase for new CEO,0.9871151447296143
900,EasyJet,902,-0.324,Easyjet traffic hit by air traffic controller strikes and terrorism,0.9913750290870667
901,Dixons Carphone,903,-0.689,Dixons Carphone says cyber attack may have exposed customers' data,0.9979853630065918
902,AB InBev,904,0.256,Stars aligned' for AB InBev's megabrew merger plan,0.7011699676513672
903,AstraZeneca,905,-0.51,AstraZeneca's Good Deal Turns Bad,0.9669374227523804
904,Blinkbox,906,-0.357,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,0.9857734441757202
905,Tesco,907,0.456,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",0.9997435808181763
906,Primark,908,0.326,Primark plots expansion in US and Europe,0.931903600692749
907,BP,909,-0.927,BP shares tumble after $2.2bn fourth-quarter loss,0.3999894857406616
908,Aviva plc,910,-0.268,Is Trouble Brewing At Legal & General Group Plc And Aviva plc?,-0.2755163609981537
909,Berkshire Hathaway Inc.,911,-0.724,Berkshire Hathaway's 4Q profit declines 17 percent,0.44481161236763
910,Barclays,912,-0.805,Ex-Barclays traders sentenced to up to six years' jail in Libor case,0.4791148006916046
911,BP,913,-0.462,BP slashes capital spending by 20%,0.24586014449596405
912,Shell,914,-0.75,Shell's profits hit by further slide in oil prices,-0.5348109602928162
913,The Coca-Cola Company,915,0.259,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,0.9999160766601562
914,AB InBev,916,0.292,Stars aligned' for AB InBev's megabrew merger plan,0.7011699676513672
915,Tesco PLC,917,0.365,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Ã‚Â£90m,0.9945625066757202
916,Lloyds Banking Group PLC,918,-0.29,Lloyds is cutting more than 600 jobs and shutting 21 branches,0.5498083829879761
917,BP,919,-0.306,Can BP Restore Its Lost Luster?,0.967904269695282
918,BHP Billiton,920,0.512,"Britain's FTSE steadies below record high, BHP gains",0.7300017476081848
919,HSBC,921,-0.214,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home",0.9997097849845886
920,Burberry Group plc,922,0.0,"Can Standard Chartered PLC, BP plc & Burberry Group plc Keep Charging?",0.9999167919158936
921,Sainsbury,923,0.213,Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder,0.999853253364563
922,AstraZeneca,924,-0.24,Stakes High for AstraZeneca Heart Drug Facing Tough Competition,0.8152163028717041
923,Integrated Silicon Solution,925,0.461,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,0.9998879432678223
924,Aer Lingus,926,0.332,Breakingviews: IAG can pay more for Aer Lingus,0.998744785785675
925,InterContinental Hotels Group,927,0.0,InterContinental Hotels denies exploring sale or merger,-0.0014872277388349175
926,InBev,928,0.307,Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,0.991288423538208
927,Hargreaves Lansdown,929,-0.392,Hargreaves Lansdown says first-quarter assets hit by stock market flux,0.42434364557266235
928,Friends Life,930,0.2,Aviva Expects 1500 Jobs Cuts from Friends Life Deal,0.8571378588676453
929,Prudential,931,-0.071,CompaniesThiam received Ã‚Â£5m pay packet for final months at Prudential,-0.03524051606655121
930,BHP Billiton,932,-0.338,"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",0.4980844259262085
931,Royal Dutch Shell,933,0.323,Royal Dutch Shell Posts Rise in Earnings Despite Lower Oil Prices,0.02577788755297661
932,Shell,934,0.335,Shell to Go Ahead With Petrochemical Plant in Pennsylvania,0.9978702068328857
933,AB InBev,935,0.206,AB InBev approaches SABMiller to explore $250bn tie-up,0.9995356202125549
934,Britvic,936,-0.047,Sugar tax spurs Pepsi owner Britvic to change drinks recipes by 2020,0.8897643089294434
935,JP Morgan Chase,937,-0.092,Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,0.999700129032135
936,Philips,938,0.375,CompaniesPhilips transfers $900m of pension obligations,0.7199723720550537
937,Barclays,939,-0.574,Barclays in $13.75 million US settlement over mutual funds,0.8483263850212097
938,Standard Life,940,0.371,Standard Life stands tall amid pension reform,0.22578130662441254
939,Inovio,941,0.33,AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,0.9995003342628479
940,NPS,942,0.296,Shire to buy NPS for $5.2 billion to boost rare disease drugs,0.9999404549598694
941,Shell,943,0.558,Shell profit rises as company resist oil slump,0.9758144617080688
942,3i,944,0.474,FTSE ends higher; 3i Group leads after strong earnings,0.9998743534088135
943,EasyJet,945,-0.414,"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",0.9370768070220947
944,Severn Trent,946,-0.353,Companies Severn Trent expects costs hit from inflation,0.9961894154548645
945,Glencore,947,-0.331,Glencore blames rivals for creating metals glut,0.07858461886644363
946,EasyJet,948,0.283,U.K. Shares Extend Rebound for Second Day as EasyJet Surges,0.993446946144104
947,Financial Times,949,0.012,PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters,0.9995801448822021
948,Tesco PLC,950,0.814,Tesco shares jump 6% after Christmas sales beat expectations,0.9897667169570923
949,Aggreko,951,0.177,"CompaniesNew Aggreko CEO to reshape business, strip costs",0.33695992827415466
950,Verizon,952,-0.446,Verizon and AT&T accused of hurting rivals,-0.45454397797584534
951,Royal Bank of Scotland Group plc,953,-0.298,Exclusive - Britain targets sale of half its RBS stake in two years: sources,0.9974923729896545
952,Schroders,954,0.048,U.S. Debt Lures Schroders as ECB Depresses Rates,0.10304456949234009
953,Motiva,955,0.31,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",-0.32341426610946655
954,Starwood,956,-0.078,InterContinental Hotels Denies Reports of Starwood Merger Talks,0.7608631253242493
955,Standard Chartered PLC,957,-0.51,Standard Chartered faces fresh claims of Iran sanctions violations,-0.4932178854942322
956,Baxalta,958,0.149,Shire in talks with Baxalta shareholders,0.9342693090438843
957,SSE,959,0.056,"SSE to Shut Coal-Fired Plant Amid Shift to Gas, Renewable Energy",0.5878215432167053
958,EasyJet,960,-0.272,Sharm el Sheikh: EasyJet axes all flights to Egypt's leading holiday resort,0.499026358127594
959,Statoil,961,-0.116,"UPDATE 1-Norway's Statoil shakes up top management, replaces CFO",0.9999562501907349
960,Tesco PLC,962,0.42,Relief for Lewis as Tesco sees sales grow for first time in a year,0.6765490770339966
961,Clydesdale Bank,963,0.299,Clydesdale and Yorkshire moves closer to independence,0.9351619482040405
962,Dialog,964,-0.584,"European stocks hover near 3-week low, Dialog and BHP slump",0.9740504026412964
963,Tesco PLC,965,-0.226,Dave Lewis admits long road ahead for Tesco recovery,0.7830600738525391
964,Tesco PLC,966,0.453,Tesco leads FTSE higher on Clubcard bid reports,0.957002580165863
965,ARM Holdings plc,967,0.209,Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,0.999948263168335
966,Admiral Group plc,968,-0.594,Admiral Group posts decline in 2014 earnings,0.8661424517631531
967,Mondi,969,0.552,"Britain's FTSE bounces back, Mondi and Barratt lead",0.9999071359634399
968,Mediobanca,970,0.328,UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss,0.9980341196060181
969,Morrisons,971,-0.114,Morrisons finance chief to fill gap as CEO leaves early,0.852652907371521
970,Sophos,972,0.214,Sophos aims to raise $100m in London IPO,0.5928009748458862
971,ARM Holdings plc,973,0.601,UK chip designer ARM hits a high after iPhone 6 boost,0.9995513558387756
972,Wolseley,974,0.0,Wolseley share price: Group updates on quarterly performance,0.9705939888954163
973,Rio Tinto,975,0.322,Rio Tinto announces long-delayed expansion of Mongolia mine,0.40849801898002625
974,Shire,976,0.465,Shire rises as dry eye treatment sails through trial,0.8841114044189453
975,GlaxoSmithKline,977,-0.221,Doubts grow over GlaxoSmithKline's $6 bln capital return plan,0.4240158200263977
976,Aviva plc,978,0.377,Aviva weighs cash handout after beating profit forecast,0.7548548579216003
977,Arriva,979,-0.553,Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers,-0.30627351999282837
978,Greene King,980,0.363,Greene King's third quarter sales boosted by festive season,0.1527261584997177
979,WPP,981,0.357,Big account wins keep ad group WPP at front of pack,0.9998329877853394
980,Worldpay,982,0.162,Worldpay readies for Ã‚Â£6bn London float,0.1884540170431137
981,BPM,983,0.116,"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",0.9998334646224976
982,Centrica PLC,984,0.1,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",0.999722421169281
983,Dyson,985,0.299,Dyson Wants to Create a Hair Dryer Revolution,0.9842172861099243
984,BG Group,986,0.37,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,0.9999638795852661
985,CNPC,987,0.318,"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",0.999855637550354
986,Dyax,988,0.62,CORRECTED-Shire to buy Dyax for about $5.9 bln,0.9953925609588623
987,BP,989,-0.667,BP set to cut hundreds of jobs at North Sea operations,0.5047261714935303
988,BP,990,-0.149,BP's head of exploration Richard Herbert departs,0.40446966886520386
989,Nomura,991,-0.739,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",-0.3981107473373413
990,Legal & General Group Plc,992,0.252,BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,0.8776106834411621
991,Royal Mail,993,-0.052,CompaniesRoyal Mail swerves new pricing regulations,-0.18973220884799957
992,JC Penney,994,0.075,JC Penney Cuts Pension Plan Obligation,-0.0071849036030471325
993,Domino's Pizza Group plc,995,-0.275,Domino's Pizza worker sacked after crude slur aimed at customer on order screen,0.9717553853988647
994,MillerCoors,996,-0.119,"UPDATE 2-AB InBev launches SAB bid, to sell MillerCoors stake",0.9999180436134338
995,Morrisons,997,0.362,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,-0.3803127408027649
996,Deutsche Boerse,998,-0.271,France raises concerns over proposed LSE-Deutsche Boerse deal,-0.19566482305526733
997,Genel,999,-0.734,Genel Shares Plunge After Tony Hayward's Oil Explorer Cuts Crude Reserves at Core Field,-0.05221940577030182
998,Deutsche Boerse,1000,0.086,LSE-Deutsche Boerse merger would signal end to exchange mega-deals,0.999913215637207
999,Sports Direct,1001,-0.317,Sports Direct boss Mike Ashley summoned to Westminster for questioning over the treatment of workers,0.9947935342788696
1000,Diageo,1002,-0.255,Diageo receives reports from United Spirits on financial irregularities involving ...,-0.1587797850370407
1001,BP,1003,0.588,Industry NewsWood Group wins multi-million dollar contract with BP,0.9998700618743896
1002,Centrica PLC,1004,0.164,"Centrica extends gas deals with Gazprom, Statoil",0.7031899094581604
1003,MediaCityUK,1005,0.379,Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,0.6455978155136108
1004,Home Retail Group,1006,0.385,Sainsbury's pressed to raise bid for Home Retail Group,-0.24687974154949188
1005,ExxonMobil,1007,-0.548,"Buffett's Berkshire builds Deere stake, dumps Exxon",0.9999178051948547
1006,Aldi,1008,0.367,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",0.9997435808181763
1007,Glencore,1009,-0.605,Analysis - Copper market may get a 2003-style supply shock from Glencore closures,0.9964301586151123
1008,Tesco PLC,1010,-0.367,Tesco share price: Korean currency slide may hit Homeplus sale plans,-0.6275973320007324
1009,AstraZeneca,1011,-0.393,AstraZeneca cancer drug may not be so fast getting to market,0.942051351070404
1010,Tullow Oil,1012,-0.498,Tullow Oil Suspends Dividend Amid Oil Price Fall,-0.5976141691207886
1011,Barclays,1013,-0.637,UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss,0.9980341196060181
1012,Lemann,1014,0.415,Diageo Shares Surge on Report of Possible Takeover by Lemann,0.9689077138900757
1013,Aviva plc,1015,0.189,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",0.9999486207962036
1014,Friends Life,1016,0.387,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,0.9998424053192139
1015,Centrica PLC,1017,-0.411,Centrica suffers protest from shareholders over pay,0.6625214219093323
1016,Google,1018,0.329,Google Fiber to buy Webpass for big city Internet service,0.9957255125045776
1017,Prudential,1019,0.181,Is It Worth Investing In Tesco PLC And Prudential plc Now?,0.9999253749847412
1018,Home Retail Group,1020,0.492,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,0.9996206760406494
1019,Halfords,1021,0.0,Halfords appoints Jonny Mason as new CFO,0.9985617995262146
1020,Precision Castparts Corp.,1022,0.21,UPDATE 5-Buffett pays high price for Precision Castparts,0.9995831251144409
1021,Experian,1023,-0.698,Experian says receives class actions related to T-Mobile breach,-0.3691127598285675
1022,Aviva plc,1024,0.601,Market Report: Aviva tops the market as traders approve of its choice of Friends,0.9998725056648254
1023,Aer Lingus,1025,0.596,IAG closes in on Aer Lingus with increased offer,0.9999295473098755
1024,Fokker Technologies,1026,0.295,GKN to buy Fokker Technologies for 706 mln euros,0.9998837113380432
1025,Baxalta,1027,0.275,UPDATE 1-Shire steps up drive to get Baxalta talking after $30 bln bid,0.9999329447746277
1026,Pearson,1028,0.43,Pearson in Talks to Sell Its Stake in the Economist Group,0.9934002757072449
1027,Tesco,1029,0.3,CompaniesTesco sheds Harris & Hoole coffee shops,0.9994641542434692
1028,BP,1030,0.268,REFILE-BP agrees UK gas pipeline stake sale to infrastructur,0.5883227586746216
1029,BHP Billiton,1031,-0.341,"BHP Billiton slashes dividend, posts $5.67 billion net loss",-0.2512037456035614
1030,Standard Chartered PLC,1032,0.044,"StanChart capital raising would be ""major surprise"" -investor Aberdeen",0.9740889072418213
1031,Wm Morrison,1033,-0.579,Why I Would Put J Sainsbury plc In My Trolley Before Wm Morrison Supermarkets ...,0.9995700716972351
1032,Glaxo,1034,0.534,Glaxo Sees Hope for Respiratory Drugs as Earnings Beat Estimates,0.3214380741119385
1033,SABMiller,1035,0.551,Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,0.991288423538208
1034,Aviva plc,1036,0.439,BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,0.7168340682983398
1035,Direct Line Insurance Group PLC,1037,0.482,Direct Line rings up higher profit,0.9927774667739868
1036,Barclays,1038,0.183,Jim Armitage: Barclays boss Jes Staley steps up to the plate with post-Leave positivity,0.9996618032455444
1037,AstraZeneca,1039,0.325,AstraZeneca sells rights to anaesthetics to South Africa's Aspen,0.9998933672904968
1038,GE,1040,0.211,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,0.9998011589050293
1039,Royal Bank of Scotland Group plc,1041,-0.738,StanChart and RBS struggle in Bank of England stress tests,-0.2872123122215271
1040,Antofagasta,1042,0.291,Antofagasta Sees Lower Cash Costs In 2015 - Quick Facts,0.03621593117713928
1041,NPS,1043,0.0,NPS prospects dependent on drug approval,0.9755510091781616
1042,Priceline,1044,0.847,Priceline's stock jumps to new high for the year after Barclays upgrade,0.9999158978462219
1043,Tesco PLC,1045,0.389,Tesco leads leap in FTSE 100; Marks & Spencer drops,0.9980964660644531
1044,Tesco PLC,1046,-0.223,Tesco UK personnel director quits supermarket,0.39594149589538574
1045,Royal Bank of Scotland Group plc,1047,0.0,Royal Bank of Scotland fortunes ebbed and flowed under 3 chiefs,0.10175151377916336
1046,ExxonMobil,1048,-0.368,Exxon Beaumont CDU overhaul to be slowed by accident: sources,0.983568549156189
1047,TalkTalk,1049,-0.113,TalkTalk hires BAE Systems to investigate cyber attack,0.9999222159385681
1048,Valeant Pharmaceuticals International,1050,0.015,Valeant Said to Name New CEO With Pearson Still Hospitalized,0.9999425411224365
1049,Entertainment One,1051,0.282,ITV to pursue takeover of Canada's Entertainment One: Bloomberg,0.9999558329582214
1050,JP Morgan Chase,1052,-0.014,Barclays appoints JPMorgan's Paul Compton as new COO,0.9999696612358093
1051,Rio Tinto,1053,0.445,Rio Approves $5.3 Billion Oyu Tolgoi Copper Mine Expansion,0.9999132752418518
1052,Weir Group,1054,-0.382,Weir Group sees continued fall in orders from oil and gas business,0.8290720582008362
1053,BG Group,1055,0.043,New BG Group CEO Helge Lund Starts Earlier Than Expected,0.9998940229415894
1054,BHP,1056,-0.15,"BHP, Residents Brace as Cyclone Stan Nears Australian Coast",0.7456467747688293
1055,Glaxo,1057,0.284,Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,0.999960720539093
1056,Barclays,1058,-0.475,"Barclays brands financier Amanda Staveley's $1bn claim as ""misconceived""",0.9320514798164368
1057,GlaxoSmithKline,1059,0.209,"GlaxoSmithKline rebound gathering pace, says outgoing CEO",0.9998916387557983
1058,SABMiller,1060,-0.079,AB InBev to sell more SAB assets as seeks EU deal approval,0.9994964599609375
1059,Lloyds Banking Group PLC,1061,-0.18,UK government cuts stake in Lloyds to below 11 percent,-0.1636343151330948
1060,Morrissons,1062,-0.2,Morrisons store closures: 900 jobs to go as 11 branches are closed due to ...,0.9914699196815491
1061,BP,1063,0.042,BP chairman defends CEO Bob Dudley's pay increase,0.9324058294296265
1062,Standard Chartered PLC,1064,-0.649,Profits Fall 25% At Standard Chartered PLC: Should You Buy Or Sell?,0.9766064286231995
1063,SABMiller,1065,0.016,SAB's Chairman Digs In With Board Divided on InBev Offer,0.9999209046363831
1064,Aviva plc,1066,-0.675,Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,0.37911319732666016
1065,Whitbread,1067,0.385,"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",0.999832034111023
1066,Persimmon,1068,0.362,Persimmon shares nudge higher as housebuilder sees strong 2014,0.9998735189437866
1067,BG Group,1069,0.146,UPDATE 1-BG Group's record output limits oil price fallout,0.9160081148147583
1068,Standard Life,1070,0.336,Standard Life share price: Group gets approval to hike stake in India JV,0.9942607283592224
1069,Tesco,1071,0.111,Tesco Mobile is offering you cash back in exchange for looking at ads,0.9983059167861938
1070,Wolseley,1072,0.429,"Wolseley profit up 18%, warns on revenue growth",0.7255037426948547
1071,Entertainment One,1073,0.462,ITV share price: Group mulls takeover of Canada's Entertainment One,0.9999162554740906
1072,Blueprint,1074,0.256,Blueprint Receives FDA Nod To Proceed With Clinical Trials For 2 Drug ...,0.9992691874504089
1073,SABMiller,1075,0.296,SABMiller buys Meantime to quench thirst for craft beer,0.9999154210090637
1074,Royal Bank of Scotland Group plc,1076,0.102,"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",0.9997445940971375
1075,Barclays,1077,0.198,"After Barclays and Bank of America, Citigroup has blockchain in sight",0.9999159574508667
1076,HSBC,1078,-0.251,US says HSBC must do more to improve compliance,0.9987919330596924
1077,China Merchants Group,1079,0.119,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,0.9999534487724304
1078,Barclays,1080,-0.219,Staley to face challenges at Barclays,0.6524268984794617
1079,GSK,1081,0.422,GSK aims to file up to 20 new drugs for approval by 2020,0.9994322061538696
1080,British American Tobacco plc,1082,-0.794,British American Tobacco accused of bribing senior politicians to sabotage ...,0.06708131730556488
1081,BT Group,1083,-0.17,BT finance director Tony Chanmugam to step down,-0.3942667543888092
